president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,Voters,3/23/2022,8/22/2021,8/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,44,55,46.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75742,144458,8/25/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/23/2021,8/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,44,55,46.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75776,144520,8/26/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/17/2021,9/2/2021,Morning Consult,B,7988,rv,.5739409,0,49,48,47.431571,48.371327,"","",https://morningconsult.com/2021/09/09/afghanistan-war-veterans-polling/,75945,144834,9/9/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/24/2021,8/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,45,53,47.254228,47.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75781,144531,8/27/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/25/2021,8/29/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,45,54,47.254228,48.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75785,144540,8/30/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/27/2021,8/29/2021,Morning Consult,B,15623,rv,.96111782,0,48,49,46.431571,49.371327,"",T,https://morningconsult.com/2021/08/30/joe-biden-approval-rating-afghanistan/,75787,144545,8/30/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/26/2021,8/30/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,44,54,46.254228,48.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75791,144553,8/31/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/26/2021,8/30/2021,Navigator Research,B/C,1002,rv,.82810965,0,47,50,46.239524,49.55762,"","",https://navigatorresearch.org/wp-content/uploads/2021/09/Navigator-Toplines-08.31.2021.pdf,75819,144611,9/1/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/28/2021,8/30/2021,Morning Consult,B,1997,rv,.12179529,0,47,49,45.431571,49.371327,"","",https://assets.morningconsult.com/wp-uploads/2021/09/01065758/2108171_crosstabs_POLITICO_RVs_v1_SH-1.pdf,75818,144607,9/1/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/26/2021,8/31/2021,Marist College,A,1145,rv,1.9661298,0,43,51,43.66903,50.777098,"","",https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202109010944.pdf,75854,144671,9/2/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/29/2021,8/31/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,42,56,44.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75823,144623,9/1/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/28/2021,8/31/2021,YouGov,B+,1262,rv,1.0952254,0,47,46,47.729155,45.948683,"","",https://docs.cdn.yougov.com/3gw2x4kv4w/econTabReport.pdf,75822,144625,9/1/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/30/2021,9/1/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,42,56,44.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75837,144651,9/2/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/30/2021,9/1/2021,Emerson College,A-,1200,rv,1.8519546,0,45.8,46.9,45.928052,48.165392,"","",https://emersonpolling.reportablenews.com/pr/september-national-poll-americans-say-us-lost-war-in-afghanistan-blame-bush,75857,144677,9/2/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/31/2021,9/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,44,54,46.254228,48.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75860,144692,9/3/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,8/30/2021,9/2/2021,Change Research,B-,1775,rv,1.4561562,0,46,54,46.194639,51.701525,"","",https://changeresearch.com/post/cnbc-change-research-national-poll/,76414,145567,9/22/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/1/2021,9/3/2021,TIPP Insights,A+,1044,rv,2.0209953,0,47,45,45.183604,48.852969,"","",https://www.investors.com/news/president-biden-job-approval-dives-and-its-not-just-afghanistan-ibd-tipp-poll/,75904,144744,9/7/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/1/2021,9/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,46,52,48.254228,46.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75886,144724,9/6/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/2/2021,9/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,47,52,49.254228,46.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75887,144725,9/7/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/2/2021,9/5/2021,RMG Research,B-,1200,rv,.79174879,0,42,52,41.448111,53.157927,"","",https://scottrasmussen.com/biden-job-approval-drops-to-42/,75905,144746,9/7/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/4/2021,9/6/2021,Morning Consult,B,17494,rv,.60856196,0,47,49,45.431571,49.371327,"",T,https://twitter.com/cameron_easley/status/1435327750492106759?s=20,75917,144777,9/7/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/4/2021,9/5/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.0768175,0,46,36,47.672108,41.44042,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-4-5-september/,75949,144843,9/9/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/1/2021,9/8/2021,Public Opinion Strategies,A-,800,rv,1.3901751,0,48,50,46.967924,49.52878,"","",https://pos.org/public-opinion-strategies-releases-results-from-a-new-national-survey/,75984,144884,9/9/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/5/2021,9/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,46,53,48.254228,47.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75920,144783,9/8/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/4/2021,9/7/2021,YouGov,B+,1264,rv,1.0951825,0,43,52,43.729155,51.948683,"","",https://docs.cdn.yougov.com/hlzpfslijb/econTabReport.pdf,75921,144785,9/8/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/4/2021,9/8/2021,The Winston Group,A/B,1000,rv,1.6152162,0,46,44,45.514978,46.749525,"","",https://www.winningtheissues.org/wp-content/uploads/2021/09/Winning-the-Issues-September-2021-National-Survey.pdf,76417,145580,9/22/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/6/2021,9/8/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,46,52,48.254228,46.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75946,144838,9/9/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/6/2021,9/8/2021,Morning Consult,B,18732,rv,.96597483,0,47,49,45.431571,49.371327,"",T,https://morningconsult.com/2021/09/13/biden-approval-rating-covid-vaccine-mandates/,76102,145023,9/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/7/2021,9/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,46,52,48.254228,46.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,75986,144890,9/10/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/8/2021,9/9/2021,Trafalgar Group,A-,1086,lv,1.7307539,0,43.5,54.3,45.567846,51.568179,"","",https://thetrafalgargroup.org/TRF-Biden-Approval-0908-Poll-Report.pdf,75989,144895,9/10/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/8/2021,9/9/2021,HarrisX,B+,1803,rv,1.3920646,0,55,45,51.515736,46.700345,"","",https://mediarelations.gwu.edu/new-gw-poll-shows-most-americans-approve-biden-confident-future-us,76403,145529,9/21/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/8/2021,9/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,46,52,48.254228,46.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76101,145022,9/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/10/2021,9/11/2021,RMG Research,B-,1200,rv,.67052942,0,47,48,46.448111,49.157927,"","",https://scottrasmussen.com/biden-job-approval-rebounds-following-speech-47-approve-48-disapprove/,76098,145016,9/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/10/2021,9/12/2021,Morning Consult,B,16843,rv,.98026739,0,47,49,45.431571,49.371327,"",T,https://morningconsult.com/2021/09/13/biden-approval-rating-covid-vaccine-mandates/,76103,145024,9/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/9/2021,9/13/2021,Monmouth University,A,747,rv,1.4326058,0,47,46,48.073884,46.138861,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_091621.pdf/,76327,145406,9/16/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/10/2021,9/11/2021,HarrisX,B+,958,rv,.76330952,0,47,44,43.515736,45.700345,"","",https://thehill.com/hilltv/what-americas-thinking/572589-what-americas-thinking-september-16-2021,76328,145410,9/16/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/9/2021,9/13/2021,Navigator Research,B/C,995,rv,.8243974,0,49,49,48.239524,48.55762,"","",https://navigatorresearch.org/wp-content/uploads/2021/09/Navigator-Toplines-09.14.2021.pdf,76283,145335,9/15/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/9/2021,9/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,45,53,47.254228,47.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76135,145081,9/14/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/10/2021,9/13/2021,Quinnipiac University,A-,1079,rv,1.6152411,0,44,50,46.509012,49.620559,"","",https://poll.qu.edu/poll-release?releaseid=3819,76281,145326,9/14/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/9/2021,9/14/2021,McLaughlin & Associates,C/D,1000,lv,.76990828,0,47,52,46.358798,50.86209,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/09/MA-National-Survey-Release-September-2021.pdf,76285,145341,9/15/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/10/2021,9/13/2021,Morning Consult,B,1997,rv,.12579406,0,47,50,45.431571,50.371327,"","",https://assets.morningconsult.com/wp-uploads/2021/09/15071200/2109049_crosstabs_POLITICO_RVs_v1_SH.pdf,76105,145032,9/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/12/2021,9/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,44,55,46.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76287,145357,9/15/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/12/2021,9/14/2021,YouGov,B+,1252,rv,1.0844339,0,46,49,46.729155,48.948683,"","",https://docs.cdn.yougov.com/hlzpfslijb/econTabReport.pdf,76284,145337,9/15/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/13/2021,9/15/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,44,55,46.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/prez_track_sep16,76325,145402,9/16/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/12/2021,9/15/2021,Beacon Research/Shaw & Company Research,A,1002,rv,1.78809,0,50,49,48.764447,48.497254,"","",https://static.foxnews.com/foxnews.com/content/uploads/2021/09/Fox_September-12-15_National_Topline_September-19-Release.pdf,76334,145430,9/19/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/14/2021,9/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,43,55,45.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76330,145420,9/17/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/15/2021,9/16/2021,Harris Poll,B+,1578,rv,1.8777541,0,48,50,46.525071,50.842361,"","",https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/ebb1831f-9bf5-9915-8a9e-3645dd66063c/HHP_Sept_AM_vF.pdf,76350,145457,9/20/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/16/2021,9/18/2021,RMG Research,B-,1200,rv,.59969846,0,48,48,47.448111,49.157927,"","",https://scottrasmussen.com/biden-job-approval-stabilizes-48-approve-48-disapprove/,76343,145444,9/20/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/15/2021,9/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,43,56,45.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76342,145443,9/20/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/16/2021,9/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,44,56,46.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76368,145490,9/21/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/16/2021,9/19/2021,The Bullfinch Group,"",1000,rv,.99421702,0,49,47,47.871377,47.504723,"","",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-omnibus,77571,149886,11/15/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/18/2021,9/20/2021,Morning Consult,B,1998,rv,.31346185,0,47,50,45.431571,50.371327,"","",https://assets.morningconsult.com/wp-uploads/2021/09/21221706/2109121_crosstabs_POLITICO_34B_INFRASTRUCTURE_RVs_v1_SH.pdf,76407,145538,9/22/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/17/2021,9/20/2021,American Research Group,C+,991,rv,1.0507651,0,51,46,49.294427,47.723267,"","",https://americanresearchgroup.com/economy/,76367,145486,9/21/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/19/2021,9/20/2021,Redfield & Wilton Strategies,B/C,1500,rv,.96063137,0,45,34,46.672108,39.44042,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-19-20-september/,76445,145624,9/23/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/19/2021,9/21/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,45,55,47.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76411,145563,9/22/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/18/2021,9/21/2021,YouGov,B+,1281,rv,1.1076941,0,46,48,46.729155,47.948683,"","",https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76410,145551,9/22/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/17/2021,9/23/2021,Echelon Insights,B/C,829,lv,1.0851065,0,53,47,51.736229,47.002156,"","",https://echeloninsights.com/in-the-news/september-omnibus-political/,76464,145654,9/24/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/20/2021,9/22/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,45,54,47.254228,48.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76427,145594,9/23/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/21/2021,9/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,42,56,44.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76463,145648,9/24/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/22/2021,9/22/2021,RMG Research,B-,1200,rv,.58885579,0,47,47,46.448111,48.157927,"","",https://scottrasmussen.com/1108-biden-ja/,77525,149797,11/11/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/20/2021,9/26/2021,Marist College,A,1029,rv,1.7922226,0,46,46,46.66903,45.777098,"","",https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_PLCV_202109271420.pdf,76556,145981,9/30/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/22/2021,9/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,40,58,42.254228,52.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76465,145664,9/27/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/23/2021,9/27/2021,Navigator Research,B/C,1000,rv,.82932863,0,46,51,45.239524,50.55762,"","",https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Toplines-09.28.2021.pdf,76508,145863,9/29/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/23/2021,9/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,41,58,43.254228,52.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76476,145687,9/28/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/24/2021,9/25/2021,HarrisX,B+,935,rv,.88991264,0,47,42,43.515736,43.700345,"","",https://thehill.com/hilltv/what-americas-thinking/574102-poll-47-percent-approve-of-biden-as-president,76470,145670,9/27/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/24/2021,9/25/2021,RMG Research,B-,1200,rv,.6131479,0,45,48,44.448111,49.157927,"","",https://scottrasmussen.com/biden-45-approve-48-disapprove-strong-approval-down-7-over-past-week/,76507,145859,9/29/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/24/2021,9/27/2021,Morning Consult,B,1999,rv,.60748005,0,47,50,45.431571,50.371327,"","",https://assets.morningconsult.com/wp-uploads/2021/09/29071926/2109161_crosstabs_POLITICO_RVs_v1_SH-2.pdf,76468,145667,9/27/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/26/2021,9/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,42,56,44.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76510,145870,9/29/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/26/2021,9/28/2021,YouGov,B+,1246,rv,1.0800426,0,43,51,43.729155,50.948683,"","",https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76511,145872,9/29/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/27/2021,9/28/2021,HarrisX,B+,935,rv,.92025943,0,48,43,44.515736,44.700345,"","",https://thehill.com/hilltv/what-americas-thinking/575107-what-americas-thinking-october-04-2021,76609,146069,10/4/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/27/2021,9/29/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,42,56,44.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76555,145979,9/30/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/28/2021,9/30/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,42,56,44.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76583,146021,10/1/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/29/2021,10/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,43,56,45.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76606,146060,10/4/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/30/2021,10/1/2021,Public Policy Polling,A-,758,rv,1.3297851,0,46,47,47.205132,47.258147,"","",https://decriminalizesex.work/public-policy-polling-2021/,76812,146417,10/15/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,9/30/2021,10/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,43,55,45.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76610,146075,10/5/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/2/2021,10/4/2021,Morning Consult,B,1998,rv,.76635529,0,45,52,43.431571,52.371327,"","",https://www.politico.com/f/?id=0000017c-5392-d47e-ab7e-dfb2c5590000,76615,146085,10/6/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/1/2021,10/4/2021,Quinnipiac University,A-,1177,rv,1.5797077,0,40,53,42.509012,52.620559,"","",https://poll.qu.edu/poll-release?releaseid=3824,76611,146114,10/6/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/3/2021,10/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,45,54,47.254228,48.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76618,146111,10/6/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/3/2021,10/5/2021,YouGov,B+,1261,rv,1.0920433,0,44,49,44.729155,48.948683,"","",https://docs.cdn.yougov.com/j46zs8picp/econTabReport.pdf,76617,146098,10/6/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/5/2021,10/5/2021,Redfield & Wilton Strategies,B/C,1500,rv,.92821067,0,45,37,46.672108,42.44042,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-5-october/,76629,146128,10/7/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/3/2021,10/6/2021,Cor Services,"",516,lv,.50107192,0,39,53,41.326661,51.738162,"","",https://excellenceinpolling.com/wp-content/uploads/2021/10/2021-Biden-Approval-Numbers-10-14-21-crosstabs.pdf,76923,146670,10/21/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/4/2021,10/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,43,55,45.254228,49.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76628,146127,10/7/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/4/2021,10/6/2021,Trafalgar Group,A-,1087,lv,1.6212931,0,39.6,56,41.667846,53.268179,"","",https://www.thetrafalgargroup.org/TRF-Biden-Approval-10-07-Poll-Report.pdf,76659,146177,10/8/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/5/2021,10/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,43,56,45.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76661,146182,10/8/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/6/2021,10/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,41,58,43.254228,52.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76701,146236,10/11/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/6/2021,10/9/2021,RMG Research,B-,1200,rv,.57192462,0,47,50,46.448111,51.157927,"","",https://scottrasmussen.com/biden-43-approve-53-disapprove/,77147,148789,10/30/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/7/2021,10/11/2021,Navigator Research,B/C,1001,rv,.83448561,0,46,51,45.239524,50.55762,"","",https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Toplines-10.13.2021.pdf,76890,146530,10/19/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/7/2021,10/11/2021,SSRS,C,,rv,.93687924,0,50,50,49.070721,48.984397,"","",https://www.cnn.com/2021/10/13/politics/cnn-poll-democrats-bills/index.html,76758,146337,10/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/7/2021,10/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,41,57,43.254228,51.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76704,146239,10/12/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/8/2021,10/11/2021,Morning Consult,B,1999,rv,.83402116,0,46,51,44.431571,51.371327,"","",https://assets.morningconsult.com/wp-uploads/2021/10/13064013/2110042_crosstabs_POLITICO_RVs_v2_SH.pdf,76754,146315,10/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/10/2021,10/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,43,56,45.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76757,146335,10/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/9/2021,10/12/2021,YouGov,B+,1266,rv,1.0945703,0,42,51,42.729155,50.948683,"","",https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,76756,146322,10/13/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/11/2021,10/13/2021,RMG Research,B-,1200,rv,.48608408,0,43,47,42.448111,48.157927,"","",https://scottrasmussen.com/1108-biden-ja/,76823,149796,11/11/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/11/2021,10/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,43,56,45.254228,50.598632,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,76767,146351,10/14/2021,16:23:28 23 Mar 2022
Joe Biden,Voters,3/23/2022,10/12/2021,10/14/2021,Cor Services,"",508,lv,.49472589,0,40,56,42.326661,54.738162,"","",https://excellenceinpolling.com/wp-content/uploads/2021/10/2021-Biden-Approval-Numbers-10-14-21-crosstabs.pdf,76924,146671,10/21/2021,16:23:28 23 Mar 2022
